date,open,high,low,close,volume_hands,rsi_14,macd_dif,macd_dea,macd_hist,bb_mid_20,bb_upper_20,bb_lower_20,bb_width_20,bb_percent_b_20,true_range,atr_14,atr_pct_14
20251125,10.8,11.23,10.8,11.13,54235.0,51.039725371508375,0.05583833040731889,0.1108165173021554,-0.05497818689483651,11.0975,11.900491118781611,10.29450888121839,0.14471567808634572,0.5202368365227459,0.4900000000000002,0.3843963030349196,3.4536954450576784
20251126,11.13,11.3,10.93,10.95,57522.01,47.763500946302045,0.03677661946890787,0.0960085377355059,-0.05923191826659803,11.119499999999999,11.877571653327694,10.361428346672303,0.1363499533841801,0.38820318022976597,0.370000000000001,0.38336799567528257,3.5010775860756405
20251127,10.95,11.11,10.81,10.83,37026.0,45.65929640273023,0.011850474209824213,0.07917692503036956,-0.06732645082054535,11.1415,11.83305126917299,10.44994873082701,0.12413970635425932,0.2747817017438808,0.29999999999999893,0.37741313884133376,3.4848858618775047
20251128,10.81,11.0,10.72,11.0,36476.0,49.08160277186668,0.00574764844604303,0.06449106971350425,-0.058743421267461224,11.1565,11.820182707957757,10.492817292042242,0.11897686693098335,0.3820972747040741,0.27999999999999936,0.37045505749552415,3.3677732499593107
20251201,11.0,11.07,10.88,10.92,43783.0,47.56352706878176,-0.0054810343996098965,0.05049664889088143,-0.055977683290491326,11.156,11.820415849489361,10.49158415051064,0.11911363382742211,0.3224003835990823,0.1899999999999995,0.3575654105315581,3.2744085213512646
20251202,10.92,10.92,10.66,10.77,40403.0,44.76760834853097,-0.02618178552484096,0.035160962007736954,-0.061342747532577915,11.151,11.825900382512728,10.476099617487272,0.12104750829750305,0.2177361208616482,0.2599999999999998,0.3505964526364468,3.2553059669122266
20251203,10.78,10.87,10.58,10.64,44495.0,42.43922385098905,-0.05247232517537981,0.0176343045711136,-0.07010662974649341,11.141,11.84077139124148,10.44122860875852,0.12562093012143977,0.1420259485664568,0.28999999999999915,0.34626813459098627,3.25439976119348
20251204,10.61,10.64,10.3,10.34,43584.01,37.58155270395753,-0.0964039750420369,-0.0051733513515165004,-0.0912306236905204,11.109,11.893209961144292,10.324790038855708,0.14118461808340838,0.0096976332219103,0.33999999999999986,0.3458204106916301,3.344491399338782
20251205,10.34,10.44,10.24,10.36,29146.0,38.090312418248544,-0.1281292964470584,-0.02976454037062488,-0.09836475607643351,11.084,11.930998415458678,10.237001584541321,0.15283262639095602,0.07260840942191743,0.1999999999999993,0.33540466707079936,3.237496786397678
20251208,10.36,10.49,10.35,10.47,29338.02,40.94152347329681,-0.14275022579347585,-0.05236167745519508,-0.09038854833828078,11.0385,11.915775087385597,10.161224912614404,0.15894824249410636,0.1759853276500702,0.14000000000000057,0.3214471908514566,3.0701737426118108
20251209,10.43,10.51,10.31,10.36,26128.01,39.00689821202094,-0.16135351544330767,-0.0741600450528176,-0.08719347039049007,10.98,11.875133039215275,10.084866960784726,0.16304791242536867,0.15368276399252942,0.1999999999999993,0.312772391504924,3.019038528039807
20251210,10.35,10.71,10.27,10.71,60653.01,47.506497452482236,-0.14616972795593064,-0.08856198163344021,-0.057607746322490425,10.9405,11.80832183473461,10.07267816526539,0.158643907451142,0.3671962430684353,0.4400000000000013,0.32186007782600096,3.00522948483661
20251211,10.71,10.84,10.26,10.28,75628.01,40.111015507651366,-0.16690984057458635,-0.10423155342166945,-0.0626782871529169,10.872499999999999,11.722487616008879,10.022512383991119,0.15635550535918694,0.15146551029644095,0.5800000000000001,0.34029864369557233,3.3102980904238555
20251212,10.28,10.44,10.08,10.15,64692.01,38.17608896037215,-0.1916274804829392,-0.12171073883392342,-0.06991674164901579,10.803,11.650487928807086,9.955512071192915,0.15689862608665842,0.11474377521863002,0.35999999999999943,0.34170588343160285,3.366560427897565
20251215,10.14,10.24,9.99,10.13,36519.47,37.87339317847446,-0.21040480541987705,-0.13944955215111415,-0.0709552532687629,10.7225,11.498043951722062,9.946956048277938,0.14465730039115168,0.11801004399274945,0.25,0.33515546318648837,3.308543565513212
