date,close,ma_5,ma_15,signal,position,strategy_return,strategy_cum_return,strategy_nav,benchmark_return,benchmark_cum_return,benchmark_nav,drawdown
20260206,10.87,10.844,11.044666666666668,0,0,-0.0,-0.0725561186804714,92744.38813195286,-0.0027522935779817903,-1.887379141862766e-15,99999.99999999981,-0.07890847403197507
20260209,11.06,10.898,11.082666666666666,0,0,0.0,-0.0725561186804714,92744.38813195286,0.017479300827967004,0.017479300827965005,101747.9300827965,-0.07890847403197507
20260210,11.11,10.942,11.054,0,0,0.0,-0.0725561186804714,92744.38813195286,0.004520795660036159,0.022079116835324708,102207.91168353247,-0.07890847403197507
20260211,11.08,11.004,11.046,0,0,-0.0,-0.0725561186804714,92744.38813195286,-0.0027002700270026825,0.019319227230908842,101931.92272309089,-0.07890847403197507
20260212,10.98,11.02,11.029333333333334,0,0,-0.0,-0.0725561186804714,92744.38813195286,-0.009025270758122761,0.010119595216189436,101011.95952161895,-0.07890847403197507
20260213,11.1,11.065999999999999,11.008666666666667,1,1,0.0,-0.0725561186804714,92744.38813195286,0.010928961748633892,0.02115915363385268,102115.91536338527,-0.07890847403197507
20260224,11.49,11.152,11.026666666666667,0,1,0.03513513513513522,-0.03997025258005549,96002.97474199445,0.03513513513513522,0.05703771849125849,105703.77184912586,-0.04654579879526067
20260225,11.64,11.258,11.047333333333334,0,1,0.01305483028720622,-0.027437227156818622,97256.27728431814,0.01305483028720622,0.0708371665133376,107083.71665133376,-0.034098616011908875
20260226,11.76,11.394,11.098,0,1,0.010309278350515427,-0.017410806818229152,98258.91931817708,0.010309278350515427,0.08187672493100084,108187.67249310008,-0.024140869785227646
20260227,11.66,11.53,11.144,0,1,-0.008503401360544172,-0.025766157100386988,97423.38428996131,-0.008503401360544172,0.07267709291628144,107267.70929162814,-0.032438991640795264
20260302,10.98,11.506,11.138666666666666,0,1,-0.05831903945111494,-0.08258253901906087,91741.7460980939,-0.05831903945111494,0.010119595216189436,101011.95952161895,-0.08886622025865644
20260303,10.72,11.352,11.133999999999999,0,1,-0.023679417122040025,-0.10430644975267145,89569.35502473285,-0.023679417122040025,-0.013799448022080885,98620.05519779191,-0.11044133708313265
20260304,10.81,11.186000000000002,11.128666666666666,0,1,0.008395522388059629,-0.09678663449872937,90321.33655012706,0.008395522388059629,-0.0055197792088335085,99448.02207911665,-0.1029730274131217
20260305,10.96,11.026,11.141333333333334,-1,0,0.013876040703052706,-0.08425360907549251,91574.63909245074,0.013876040703052706,0.0082796688132456,100827.96688132457,-0.09052584462977005
20260306,11.87,11.068000000000001,11.206,0,0,0.0,-0.08425360907549251,91574.63909245074,0.08302919708029188,0.09199632014719206,109199.6320147192,-0.09052584462977005
20260309,12.41,11.354,11.308666666666666,1,1,0.0,-0.08425360907549251,91574.63909245074,0.04549283909014323,0.14167433302667676,114167.43330266768,-0.09052584462977005
20260310,12.4,11.690000000000001,11.398,0,1,-0.0008058017727639033,-0.08499151914070158,91500.84808592984,-0.0008058017727639033,0.14075436982520473,114075.43698252048,-0.09125870051645023
20260311,12.6,12.047999999999998,11.497333333333334,0,1,0.016129032258064502,-0.07023331783651932,92976.66821634807,0.016129032258064502,0.15915363385464354,115915.36338546436,-0.07660158278284453
20260312,12.19,12.294,11.571333333333333,0,1,-0.032539682539682535,-0.1004876305100929,89951.23694899071,-0.032539682539682535,0.12143514259429411,112143.51425942942,-0.1066486741367361
20260313,12.09,12.338,11.645333333333333,0,1,-0.008203445447087732,-0.10786673116218404,89213.3268837816,-0.008203445447087732,0.1122355105795747,111223.55105795748,-0.11397723300353894
