date,close,high,low,upper_channel,lower_channel_exit,atr,atr_pct,signal,position,strategy_return,strategy_cum_return,strategy_nav,benchmark_return,benchmark_cum_return,benchmark_nav,drawdown,benchmark_drawdown
20251222,10.15,10.34,10.15,11.3,9.62,0.31899999999999995,3.1428571428571423,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.013605442176870652,-0.06623735050598112,93376.26494940188,-0.09114139693356049,-0.28268551236749206
20251223,10.03,10.18,9.95,11.3,9.62,0.30599999999999994,3.050847457627118,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.011822660098522286,-0.07727690892364447,92272.30910763555,-0.09114139693356049,-0.2911660777385168
20251224,10.16,10.21,9.95,11.3,9.62,0.3005,2.9576771653543306,0,0,0.0,-0.062390158172232035,93760.9841827768,0.012961116650049842,-0.06531738730450931,93468.26126954907,-0.09114139693356049,-0.28197879858657343
20251225,10.19,10.25,10.09,11.11,9.62,0.29350000000000004,2.88027477919529,0,0,0.0,-0.062390158172232035,93760.9841827768,0.0029527559055118058,-0.06255749770009345,93744.25022999065,-0.09114139693356049,-0.27985865724381725
20251226,10.08,10.24,10.08,11.07,9.62,0.2875000000000001,2.8521825396825404,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.01079489695780167,-0.07267709291628466,92732.29070837154,-0.09114139693356049,-0.28763250883392305
20251229,10.1,10.22,10.03,11.07,9.62,0.2875000000000002,2.8465346534653486,0,0,0.0,-0.062390158172232035,93760.9841827768,0.001984126984126977,-0.07083716651334082,92916.28334866592,-0.09114139693356049,-0.2862190812720856
20251230,10.04,10.15,9.99,10.92,9.62,0.2825000000000002,2.813745019920321,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.005940594059405946,-0.07635694572217244,92364.30542778276,-0.09114139693356049,-0.29045936395759797
20251231,10.18,10.2,9.93,10.87,9.62,0.2815000000000002,2.7652259332023594,0,0,0.0,-0.062390158172232035,93760.9841827768,0.013944223107569709,-0.06347746090156525,93652.25390984348,-0.09114139693356049,-0.2805653710247358
20260105,10.26,10.34,10.02,10.84,9.76,0.28050000000000025,2.7339181286549734,0,0,0.0,-0.062390158172232035,93760.9841827768,0.007858546168958647,-0.056117755289789795,94388.22447102102,-0.09114139693356049,-0.27491166077738605
20260106,10.29,10.47,10.21,10.84,9.9,0.28350000000000025,2.755102040816329,0,0,0.0,-0.062390158172232035,93760.9841827768,0.0029239766081869956,-0.05335786568537415,94664.21343146259,-0.09114139693356049,-0.27279151943463
20260107,10.08,10.35,10.07,10.84,9.93,0.2905000000000002,2.8819444444444464,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.020408163265306034,-0.07267709291628477,92732.29070837153,-0.09114139693356049,-0.28763250883392316
20260108,10.3,10.3,10.08,10.84,9.93,0.29150000000000026,2.830097087378643,0,0,0.0,-0.062390158172232035,93760.9841827768,0.02182539682539697,-0.05243790248390201,94756.2097516098,-0.09114139693356049,-0.2720848056537111
20260109,10.51,10.59,10.18,10.84,9.93,0.2900000000000002,2.7592768791627043,0,0,0.0,-0.062390158172232035,93760.9841827768,0.02038834951456292,-0.0331186752529915,96688.13247470085,-0.09114139693356049,-0.25724381625441806
20260112,10.63,10.73,10.43,10.84,9.93,0.27600000000000025,2.596425211665101,0,0,0.0,-0.062390158172232035,93760.9841827768,0.011417697431018281,-0.02207911683532804,97792.0883164672,-0.09114139693356049,-0.24876325088339316
20260113,10.64,10.79,10.6,10.73,9.93,0.26750000000000024,2.5140977443609045,0,0,0.0,-0.062390158172232035,93760.9841827768,0.0009407337723423836,-0.02115915363385612,97884.08463661438,-0.09114139693356049,-0.2480565371024745
20260114,10.86,11.2,10.6,10.79,9.93,0.28500000000000025,2.6243093922651957,1,1,0.0,-0.062390158172232035,93760.9841827768,0.020676691729323293,-0.0009199632014734727,99908.00367985266,-0.09114139693356049,-0.23250883392226246
20260115,10.64,10.85,10.58,11.2,9.93,0.2775000000000002,2.6080827067669192,0,1,-0.02025782688766109,-0.08138409603614627,91861.59039638538,-0.02025782688766109,-0.02115915363385612,97884.08463661438,-0.10955289717984187,-0.2480565371024745
20260116,10.5,10.71,10.33,11.2,9.93,0.2825000000000002,2.6904761904761925,0,1,-0.013157894736842146,-0.09347114740409179,90652.88525959082,-0.013157894736842146,-0.03403863845446331,96596.13615455366,-0.12126930642747562,-0.2579505300353367
