date,open,high,low,close,pre_close,change,pct_chg,volume_hands,volume_shares,amount_thousand_yuan,raw_open,raw_high,raw_low,raw_close,raw_pre_close,raw_change,raw_pct_chg,adj_factor
20251216,4.13,4.13,4.09,4.12,4.13,-0.01,-0.2421,1034427.93,103442793.0,424810.26,4.13,4.13,4.09,4.12,4.13,-0.01,-0.2421,1.0
20251217,4.11,4.13,4.08,4.12,4.12,0.0,0.0,904635.93,90463593.0,371248.959,4.11,4.13,4.08,4.12,4.12,0.0,0.0,1.0
20251218,4.11,4.13,4.1,4.12,4.12,0.0,0.0,530244.43,53024443.00000001,218312.113,4.11,4.13,4.1,4.12,4.12,0.0,0.0,1.0
20251219,4.12,4.14,4.11,4.13,4.12,0.01,0.2427,669095.16,66909516.0,276520.454,4.12,4.14,4.11,4.13,4.12,0.01,0.2427,1.0
20251222,4.13,4.14,4.12,4.13,4.13,0.0,0.0,753684.02,75368402.0,311389.937,4.13,4.14,4.12,4.13,4.13,0.0,0.0,1.0
20251223,4.13,4.14,4.11,4.12,4.13,-0.01,-0.2421,658377.7,65837769.99999999,271396.155,4.13,4.14,4.11,4.12,4.13,-0.01,-0.2421,1.0
20251224,4.11,4.14,4.1,4.14,4.12,0.02,0.4854,623669.81,62366981.00000001,257005.817,4.11,4.14,4.1,4.14,4.12,0.02,0.4854,1.0
20251225,4.14,4.14,4.12,4.13,4.14,-0.01,-0.2415,475501.61,47550161.0,196541.418,4.14,4.14,4.12,4.13,4.14,-0.01,-0.2415,1.0
20251226,4.14,4.14,4.12,4.13,4.13,0.0,0.0,656228.73,65622873.0,271213.681,4.14,4.14,4.12,4.13,4.13,0.0,0.0,1.0
20251229,4.14,4.14,4.11,4.11,4.13,-0.02,-0.4843,725683.41,72568341.0,299196.623,4.14,4.14,4.11,4.11,4.13,-0.02,-0.4843,1.0
20251230,4.11,4.12,4.09,4.1,4.11,-0.01,-0.2433,612339.1,61233910.0,251163.282,4.11,4.12,4.09,4.1,4.11,-0.01,-0.2433,1.0
20251231,4.09,4.1,4.09,4.09,4.1,-0.01,-0.2439,472827.08,47282708.0,193541.5,4.09,4.1,4.09,4.09,4.1,-0.01,-0.2439,1.0
20260105,4.1,4.13,4.09,4.13,4.09,0.04,0.978,734322.96,73432296.0,301966.008,4.1,4.13,4.09,4.13,4.09,0.04,0.978,1.0
20260106,4.12,4.14,4.12,4.14,4.13,0.01,0.2421,992105.89,99210589.0,409847.363,4.12,4.14,4.12,4.14,4.13,0.01,0.2421,1.0
20260107,4.14,4.14,4.12,4.13,4.14,-0.01,-0.2415,766154.51,76615451.0,316495.487,4.14,4.14,4.12,4.13,4.14,-0.01,-0.2415,1.0
20260108,4.12,4.13,4.11,4.13,4.13,0.0,0.0,555208.36,55520836.0,228955.561,4.12,4.13,4.11,4.13,4.13,0.0,0.0,1.0
20260109,4.13,4.16,4.12,4.15,4.13,0.02,0.4843,1090942.38,109094237.99999999,452371.485,4.13,4.16,4.12,4.15,4.13,0.02,0.4843,1.0
